Mod:Item:MetaData, Localized Name
hbm:item.pile_rod_source, Chicago Pile Ra226Be Neutron Source
hbm:item.pile_rod_boron, Chicago Pile Control Rod
hbm:item.pile_rod_lithium, Chicago Pile Lithium Cell
hbm:item.pile_rod_detector, Chicago Pile Control & Detector Rod
hbm:item.plate_fuel_u233, HEU-233 Plate Fuel
hbm:item.plate_fuel_u235, HEU-235 Plate Fuel
hbm:item.plate_fuel_mox, MOX Plate Fuel
hbm:item.plate_fuel_pu239, HEP-239 Plate Fuel
hbm:item.plate_fuel_sa326, HES-326 Plate Fuel
hbm:item.plate_fuel_ra226be, Ra226Be Plate Fuel
hbm:item.plate_fuel_pu238be, Pu238Be Plate Fuel
hbm:item.pwr_fuel:0, MEU PWR Fuel Rod
hbm:item.pwr_fuel:1, HEU-233 PWR Fuel Rod
hbm:item.pwr_fuel:2, HEU-235 PWR Fuel Rod
hbm:item.pwr_fuel:3, MEN PWR Fuel Rod
hbm:item.pwr_fuel:4, HEN-237 PWR Fuel Rod
hbm:item.pwr_fuel:5, MOX PWR Fuel Rod
hbm:item.pwr_fuel:6, MEP PWR Fuel Rod
hbm:item.pwr_fuel:7, HEP-239 PWR Fuel Rod
hbm:item.pwr_fuel:8, HEP-241 PWR Fuel Rod
hbm:item.pwr_fuel:9, MEA PWR Fuel Rod
hbm:item.pwr_fuel:10, HEA-242 PWR Fuel Rod
hbm:item.pwr_fuel:11, HES-326 PWR Fuel Rod
hbm:item.pwr_fuel:12, HES-327 PWR Fuel Rod
hbm:item.pwr_fuel:13, Fuel Grade Americium PWR BFB Rod
hbm:item.pwr_fuel:14, Plutonium-241 PWR BFB Rod
hbm:item.pwr_fuel_hot:0, Hot MEU PWR Fuel Rod
hbm:item.pwr_fuel_hot:1, Hot HEU-233 PWR Fuel Rod
hbm:item.pwr_fuel_hot:2, Hot HEU-235 PWR Fuel Rod
hbm:item.pwr_fuel_hot:3, Hot MEN PWR Fuel Rod
hbm:item.pwr_fuel_hot:4, Hot HEN-237 PWR Fuel Rod
hbm:item.pwr_fuel_hot:5, Hot MOX PWR Fuel Rod
hbm:item.pwr_fuel_hot:6, Hot MEP PWR Fuel Rod
hbm:item.pwr_fuel_hot:7, Hot HEP-239 PWR Fuel Rod
hbm:item.pwr_fuel_hot:8, Hot HEP-241 PWR Fuel Rod
hbm:item.pwr_fuel_hot:9, Hot MEA PWR Fuel Rod
hbm:item.pwr_fuel_hot:10, Hot HEA-242 PWR Fuel Rod
hbm:item.pwr_fuel_hot:11, Hot HES-326 PWR Fuel Rod
hbm:item.pwr_fuel_hot:12, Hot HES-327 PWR Fuel Rod
hbm:item.pwr_fuel_hot:13, Hot Fuel Grade Americium PWR BFB Rod
hbm:item.pwr_fuel_hot:14, Hot Plutonium-241 PWR BFB Rod
hbm:item.pwr_fuel_depleted:0, Depleted MEU PWR Fuel Rod
hbm:item.pwr_fuel_depleted:1, Depleted HEU-233 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:2, Depleted HEU-235 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:3, Depleted MEN PWR Fuel Rod
hbm:item.pwr_fuel_depleted:4, Depleted HEN-237 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:5, Depleted MOX PWR Fuel Rod
hbm:item.pwr_fuel_depleted:6, Depleted MEP PWR Fuel Rod
hbm:item.pwr_fuel_depleted:7, Depleted HEP-239 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:8, Depleted HEP-241 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:9, Depleted MEA PWR Fuel Rod
hbm:item.pwr_fuel_depleted:10, Depleted HEA-242 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:11, Depleted HES-326 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:12, Depleted HES-327 PWR Fuel Rod
hbm:item.pwr_fuel_depleted:13, Depleted Fuel Grade Americium PWR BFB Rod
hbm:item.pwr_fuel_depleted:14, Depleted Plutonium-241 PWR BFB Rod
hbm:item.rbmk_lid, RBMK Cover Panel
hbm:item.rbmk_lid_glass, RBMK Glass Cover Panel
hbm:item.rbmk_fuel_empty, Empty RBMK Fuel Rod
hbm:item.rbmk_fuel_ueu, NU RBMK Fuel Rod
hbm:item.rbmk_fuel_meu, MEU RBMK Fuel Rod
hbm:item.rbmk_fuel_heu233, HEU-233 RBMK Fuel Rod
hbm:item.rbmk_fuel_heu235, HEU-235 RBMK Fuel Rod
hbm:item.rbmk_fuel_thmeu, ThMEU RBMK Fuel Rod
hbm:item.rbmk_fuel_lep, LEP-239 RBMK Fuel Rod
hbm:item.rbmk_fuel_mep, MEP-239 RBMK Fuel Rod
hbm:item.rbmk_fuel_hep, HEP-239 RBMK Fuel Rod
hbm:item.rbmk_fuel_hep241, HEP-241 RBMK Fuel Rod
hbm:item.rbmk_fuel_lea, LEA RBMK Fuel Rod
hbm:item.rbmk_fuel_mea, MEA RBMK Fuel Rod
hbm:item.rbmk_fuel_hea241, HEA-241 RBMK Fuel Rod
hbm:item.rbmk_fuel_hea242, HEA-242 RBMK Fuel Rod
hbm:item.rbmk_fuel_bk247, BK-247 RBMK Fuel Rod
hbm:item.rbmk_fuel_men, MEN RBMK Fuel Rod
hbm:item.rbmk_fuel_hen, HEN RBMK Fuel Rod
hbm:item.rbmk_fuel_mox, MOX RBMK Fuel Rod
hbm:item.rbmk_fuel_les, LES RBMK Fuel Rod
hbm:item.rbmk_fuel_mes, MES RBMK Fuel Rod
hbm:item.rbmk_fuel_hes, HES RBMK Fuel Rod
hbm:item.rbmk_fuel_leaus, LEAus RBMK Fuel Rod
hbm:item.rbmk_fuel_heaus, HEAus RBMK Fuel Rod
hbm:item.rbmk_fuel_po210be, Po210Be RBMK Neutron Source
hbm:item.rbmk_fuel_ra226be, Ra226Be RBMK Neutron Source
hbm:item.rbmk_fuel_pu238be, Pu238Be RBMK Neutron Source
hbm:item.rbmk_fuel_balefire_gold, Flashgold RBMK Fuel Rod
hbm:item.rbmk_fuel_flashlead, Flashlead RBMK Fuel Rod
hbm:item.rbmk_fuel_balefire, Balefire RBMK Fuel Rod
hbm:item.rbmk_fuel_zfb_bismuth, Bismuth RBMK ZFB Rod
hbm:item.rbmk_fuel_zfb_pu241, Pu-241 RBMK ZFB Rod
hbm:item.rbmk_fuel_zfb_am_mix, Fuel Grade Americium RBMK ZFB Rod
hbm:item.rbmk_fuel_drx, §cDigamma RBMK Fuel Rod§r
hbm:item.rbmk_fuel_test, item.rbmk_fuel_test.name
hbm:item.rbmk_fuel_lecm, LECm RBMK Fuel Rod
hbm:item.rbmk_fuel_mecm, MECm RBMK Fuel Rod
hbm:item.rbmk_fuel_hecm, HECm RBMK Fuel Rod
hbm:item.rbmk_pellet_ueu:0, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:1, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:2, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:3, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:4, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:5, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:6, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:7, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:8, NU Fuel Pellet
hbm:item.rbmk_pellet_ueu:9, NU Fuel Pellet
hbm:item.rbmk_pellet_meu:0, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:1, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:2, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:3, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:4, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:5, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:6, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:7, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:8, MEU Fuel Pellet
hbm:item.rbmk_pellet_meu:9, MEU Fuel Pellet
hbm:item.rbmk_pellet_heu233:0, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:1, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:2, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:3, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:4, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:5, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:6, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:7, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:8, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu233:9, HEU-233 Fuel Pellet
hbm:item.rbmk_pellet_heu235:0, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:1, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:2, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:3, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:4, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:5, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:6, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:7, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:8, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_heu235:9, HEU-235 Fuel Pellet
hbm:item.rbmk_pellet_thmeu:0, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:1, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:2, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:3, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:4, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:5, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:6, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:7, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:8, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_thmeu:9, ThMEU Fuel Pellet
hbm:item.rbmk_pellet_lep:0, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:1, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:2, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:3, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:4, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:5, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:6, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:7, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:8, LEP Fuel Pellet
hbm:item.rbmk_pellet_lep:9, LEP Fuel Pellet
hbm:item.rbmk_pellet_mep:0, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:1, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:2, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:3, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:4, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:5, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:6, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:7, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:8, MEP Fuel Pellet
hbm:item.rbmk_pellet_mep:9, MEP Fuel Pellet
hbm:item.rbmk_pellet_hep239:0, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:1, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:2, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:3, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:4, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:5, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:6, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:7, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:8, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep239:9, HEP-239 Fuel Pellet
hbm:item.rbmk_pellet_hep241:0, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:1, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:2, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:3, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:4, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:5, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:6, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:7, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:8, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_hep241:9, HEP-241 Fuel Pellet
hbm:item.rbmk_pellet_lea:0, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:1, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:2, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:3, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:4, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:5, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:6, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:7, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:8, LEA Fuel Pellet
hbm:item.rbmk_pellet_lea:9, LEA Fuel Pellet
hbm:item.rbmk_pellet_mea:0, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:1, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:2, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:3, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:4, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:5, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:6, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:7, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:8, MEA Fuel Pellet
hbm:item.rbmk_pellet_mea:9, MEA Fuel Pellet
hbm:item.rbmk_pellet_hea241:0, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:1, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:2, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:3, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:4, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:5, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:6, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:7, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:8, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea241:9, HEA-241 Fuel Pellet
hbm:item.rbmk_pellet_hea242:0, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:1, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:2, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:3, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:4, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:5, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:6, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:7, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:8, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_hea242:9, HEA-242 Fuel Pellet
hbm:item.rbmk_pellet_bk247:0, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:1, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:2, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:3, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:4, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:5, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:6, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:7, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:8, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_bk247:9, BK-247 Fuel Pellet
hbm:item.rbmk_pellet_men:0, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:1, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:2, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:3, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:4, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:5, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:6, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:7, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:8, MEN Fuel Pellet
hbm:item.rbmk_pellet_men:9, MEN Fuel Pellet
hbm:item.rbmk_pellet_hen:0, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:1, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:2, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:3, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:4, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:5, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:6, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:7, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:8, HEN Fuel Pellet
hbm:item.rbmk_pellet_hen:9, HEN Fuel Pellet
hbm:item.rbmk_pellet_mox:0, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:1, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:2, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:3, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:4, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:5, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:6, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:7, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:8, MOX Fuel Pellet
hbm:item.rbmk_pellet_mox:9, MOX Fuel Pellet
hbm:item.rbmk_pellet_les:0, LES Fuel Pellet
hbm:item.rbmk_pellet_les:1, LES Fuel Pellet
hbm:item.rbmk_pellet_les:2, LES Fuel Pellet
hbm:item.rbmk_pellet_les:3, LES Fuel Pellet
hbm:item.rbmk_pellet_les:4, LES Fuel Pellet
hbm:item.rbmk_pellet_les:5, LES Fuel Pellet
hbm:item.rbmk_pellet_les:6, LES Fuel Pellet
hbm:item.rbmk_pellet_les:7, LES Fuel Pellet
hbm:item.rbmk_pellet_les:8, LES Fuel Pellet
hbm:item.rbmk_pellet_les:9, LES Fuel Pellet
hbm:item.rbmk_pellet_mes:0, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:1, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:2, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:3, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:4, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:5, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:6, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:7, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:8, MES Fuel Pellet
hbm:item.rbmk_pellet_mes:9, MES Fuel Pellet
hbm:item.rbmk_pellet_hes:0, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:1, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:2, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:3, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:4, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:5, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:6, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:7, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:8, HES Fuel Pellet
hbm:item.rbmk_pellet_hes:9, HES Fuel Pellet
hbm:item.rbmk_pellet_leaus:0, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:1, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:2, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:3, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:4, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:5, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:6, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:7, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:8, LEAus Fuel Pellet
hbm:item.rbmk_pellet_leaus:9, LEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:0, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:1, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:2, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:3, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:4, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:5, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:6, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:7, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:8, HEAus Fuel Pellet
hbm:item.rbmk_pellet_heaus:9, HEAus Fuel Pellet
hbm:item.rbmk_pellet_po210be:0, Po210Be Neutron Source Pellet
hbm:item.rbmk_pellet_po210be:1, Po210Be Neutron Source Pellet
hbm:item.rbmk_pellet_po210be:2, Po210Be Neutron Source Pellet
hbm:item.rbmk_pellet_po210be:3, Po210Be Neutron Source Pellet
hbm:item.rbmk_pellet_po210be:4, Po210Be Neutron Source Pellet
hbm:item.rbmk_pellet_ra226be:0, Ra226Be Neutron Source Pellet
hbm:item.rbmk_pellet_ra226be:1, Ra226Be Neutron Source Pellet
hbm:item.rbmk_pellet_ra226be:2, Ra226Be Neutron Source Pellet
hbm:item.rbmk_pellet_ra226be:3, Ra226Be Neutron Source Pellet
hbm:item.rbmk_pellet_ra226be:4, Ra226Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:0, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:1, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:2, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:3, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:4, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:5, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:6, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:7, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:8, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_pu238be:9, Pu238Be Neutron Source Pellet
hbm:item.rbmk_pellet_balefire_gold:0, Flashgold Fuel Pellet
hbm:item.rbmk_pellet_balefire_gold:1, Flashgold Fuel Pellet
hbm:item.rbmk_pellet_balefire_gold:2, Flashgold Fuel Pellet
hbm:item.rbmk_pellet_balefire_gold:3, Flashgold Fuel Pellet
hbm:item.rbmk_pellet_balefire_gold:4, Flashgold Fuel Pellet
hbm:item.rbmk_pellet_flashlead:0, Flashlead Fuel Pellet
hbm:item.rbmk_pellet_flashlead:1, Flashlead Fuel Pellet
hbm:item.rbmk_pellet_flashlead:2, Flashlead Fuel Pellet
hbm:item.rbmk_pellet_flashlead:3, Flashlead Fuel Pellet
hbm:item.rbmk_pellet_flashlead:4, Flashlead Fuel Pellet
hbm:item.rbmk_pellet_balefire:0, Balefire Fuel Pellet
hbm:item.rbmk_pellet_balefire:1, Balefire Fuel Pellet
hbm:item.rbmk_pellet_balefire:2, Balefire Fuel Pellet
hbm:item.rbmk_pellet_balefire:3, Balefire Fuel Pellet
hbm:item.rbmk_pellet_balefire:4, Balefire Fuel Pellet
hbm:item.rbmk_pellet_zfb_bismuth:0, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:1, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:2, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:3, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:4, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:5, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:6, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:7, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:8, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_bismuth:9, Bismuth ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:0, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:1, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:2, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:3, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:4, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:5, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:6, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:7, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:8, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_pu241:9, Pu-241 ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:0, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:1, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:2, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:3, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:4, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:5, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:6, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:7, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:8, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_zfb_am_mix:9, Fuel Grade Americium ZFB Pellet
hbm:item.rbmk_pellet_drx:0, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:1, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:2, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:3, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:4, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:5, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:6, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:7, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:8, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_drx:9, §cDigamma Fuel Pellet§r
hbm:item.rbmk_pellet_lecm:0, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:1, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:2, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:3, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:4, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:5, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:6, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:7, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:8, LECm Fuel pellet
hbm:item.rbmk_pellet_lecm:9, LECm Fuel pellet
